Year,Month&Quarter,Occ_rate,Occ_yoy,Guests_total,Guests_yoy,Total_vis,Vis_yoy,Thai_vis,Thai_vis_yoy,Foreign_vis,Foreign_vis_yoy,Rev_total,Rev_yoy,Rev_thai,Rev_thai_yoy,Rev_foreign,Rev_foreign_yoy,MotoGP,Covid,Marathon,PhanomRung_Festival,Football_Month,Football_date,Football_match
2567,พฤศจิกายน,66.39,1.65,"143,764",12.8,"301,299",11.44,"295,809",11.15,"5,490",30.19,742.63,12.28,727.42,12.07,15.21,23.36,0,0,0,0,พฤศจิกายน,22/11/2024,บุรีรัมย์ ยูไนเต็ด - สุโขทัย เอฟซี
2567,พฤศจิกายน,,,,,,,,,,,,,,,,,,,,,พฤศจิกายน,26/11/2024,บุรีรัมย์ ยูไนเต็ด - คาวาซากิ ฟรอนตาเล
2567,ธันวาคม,72.8,2.05,"150,064",2.01,"314,603",0.81,"308,215",0.33,"6,388",31.33,775.62,1.59,757.92,1.16,17.7,24.47,0,0,0,0,ธันวาคม,8/12/2024,บุรีรัมย์ ยูไนเต็ด - ราชบุรี เอฟซี
2567,ธันวาคม,,,,,,,,,,,,,,,,,,,,,ธันวาคม,22/12/2024,บุรีรัมย์ ยูไนเต็ด - เมืองทอง ยูไนเต็ด
2566,มกราคม - มีนาคม,71.98,18.17,"402,401",29.25,"864,681",44.73,"852,675",43.36,"12,006",349.49,"1,824.50",60.5,"1,792.83",58.62,31.67,390.25,1,0,1,0,มกราคม,29/1/2023,บุรีรัมย์ ยูไนเต็ด - ชลบุรี เอฟซี
2566,มกราคม - มีนาคม,,,,,,,,,,,,,,,,,,,,,กุมภาพันธ์,18/2/2023,บุรีรัมย์ ยูไนเต็ด - โปลิศ เทโร เอฟซี
2566,มกราคม - มีนาคม,,,,,,,,,,,,,,,,,,,,,มีนาคม,1/3/2023,บุรีรัมย์ ยูไนเต็ด - แพร่ ยูไนเต็ด
2566,มกราคม - มีนาคม,,,,,,,,,,,,,,,,,,,,,มีนาคม,5/3/2023,บุรีรัมย์ ยูไนเต็ด - ลำพูน วอร์ริเออร์
2566,มกราคม - มีนาคม,,,,,,,,,,,,,,,,,,,,,มีนาคม,18/3/2023,บุรีรัมย์ ยูไนเต็ด - ขอนแก่น ยูไนเต็ด
2566,เมษายน - มิถุนายน,70.64,12.45,"404,104",22.72,"825,778",26.31,"815,540",25.2,"10,238",328.73,"1,679.74",25.89,"1,651.09",24.32,28.65,361.35,0,0,0,1,เมษายน,9/4/2023,บุรีรัมย์ ยูไนเต็ด - ลำปาง เอฟซี
2566,เมษายน - มิถุนายน,,,,,,,,,,,,,,,,,,,,,เมษายน,30/4/2023,บุรีรัมย์ ยูไนเต็ด - การท่าเรือ เอฟซี
2566,เมษายน - มิถุนายน,,,,,,,,,,,,,,,,,,,,,พฤษภาคม,12/5/2023,บุรีรัมย์ ยูไนเต็ด - นครราชสีมา มาสด้า เอฟซี
2566,กรกฎาคม - กันยายน,69.41,3.55,"396,553",8.11,"772,533",11.23,"763,415",10.83,"9,118",59.94,"1,929.43",34.44,"1,897.61",33.84,31.82,84.36,0,0,0,0,กรกฎาคม, 26/7/2023,บุรีรัมย์ ยูไนเต็ด - คิตฉี เอสซี
2566,กรกฎาคม - กันยายน,,,,,,,,,,,,,,,,,,,,,กรกฎาคม, 30/7/2023,บุรีรัมย์ ยูไนเต็ด - ขอนแก่น ยูไนเต็ด
2566,กรกฎาคม - กันยายน,,,,,,,,,,,,,,,,,,,,,สิงหาคม, 20/8/2023,บุรีรัมย์ ยูไนเต็ด - ลำพูน วอร์ริเออร์
2566,กรกฎาคม - กันยายน,,,,,,,,,,,,,,,,,,,,,กันยายน,15/9/2023,บุรีรัมย์ ยูไนเต็ด - ตราด เอฟซี
2566,กรกฎาคม - กันยายน,,,,,,,,,,,,,,,,,,,,,กันยายน,20/9/2023,บุรีรัมย์ ยูไนเต็ด - เจ้อเจียง เอฟซี
2566,ตุลาคม - ธันวาคม,74.98,2.73,"473,552",5.48,"1,004,769",1.52,"990,888",1.22,"13,881",28.34,"2,457.27",23.56,"2,416.68",23.16,40.59,52.88,0,0,0,0,ตุลาคม,8/10/2023,บุรีรัมย์ ยูไนเต็ด - ชลบุรี เอฟซี
2566,ตุลาคม - ธันวาคม,,,,,,,,,,,,,,,,,,,,,ตุลาคม,25/10/2023,บุรีรัมย์ ยูไนเต็ด - เมลเบิร์น ซิตี้
2566,ตุลาคม - ธันวาคม,,,,,,,,,,,,,,,,,,,,,ตุลาคม, 29/10/2023,บุรีรัมย์ ยูไนเต็ด - บีจี ปทุม ยูไนเต็ด
2566,ตุลาคม - ธันวาคม,,,,,,,,,,,,,,,,,,,,,พฤศจิกายน,1/11/2023,บุรีรัมย์ ยูไนเต็ด - การท่าเรือ เอฟซี
2566,ตุลาคม - ธันวาคม,,,,,,,,,,,,,,,,,,,,,พฤศจิกายน,24/11/2023,บุรีรัมย์ ยูไนเต็ด - ราชบุรี เอฟซี
2566,ตุลาคม - ธันวาคม,,,,,,,,,,,,,,,,,,,,,ธันวาคม,9/12/2023,บุรีรัมย์ ยูไนเต็ด - นครปฐม ยูไนเต็ด
2566,ตุลาคม - ธันวาคม,,,,,,,,,,,,,,,,,,,,,ธันวาคม,12/12/2023,บุรีรัมย์ ยูไนเต็ด - วองต์โฟเรต์ โคฟุ
2566,ตุลาคม - ธันวาคม,,,,,,,,,,,,,,,,,,,,,ธันวาคม,23/12/2023,บุรีรัมย์ ยูไนเต็ด - อุทัยธานี เอฟซี
2565,มกราคม - มีนาคม,53.81,14.78,"311,324",55.28,"597,430",47.74,"594,759",47.29,"2,671",366.14,"1,136.75",65.52,"1,130.29",64.96,6.46,308.86,1,0,1,0,มกราคม,19/1/2022,บุรีรัมย์ ยูไนเต็ด - เชียงราย ยูไนเต็ด
2565,มกราคม - มีนาคม,,,,,,,,,,,,,,,,,,,,,มกราคม, 23/1/2022,บุรีรัมย์ ยูไนเต็ด - แบงค็อก ยูไนเต็ด
2565,มกราคม - มีนาคม,,,,,,,,,,,,,,,,,,,,,กุมภาพันธ์,6/2/2022,บุรีรัมย์ ยูไนเต็ด - ประจวบ เอฟซี
2565,มกราคม - มีนาคม,,,,,,,,,,,,,,,,,,,,,กุมภาพันธ์,9/2/2022,บุรีรัมย์ ยูไนเต็ด - สมุทรปราการ ซิตี้
2565,มกราคม - มีนาคม,,,,,,,,,,,,,,,,,,,,,กุมภาพันธ์,16/2/2022,บุรีรัมย์ ยูไนเต็ด - หนองบัว พิชญ เอฟซี
2565,มกราคม - มีนาคม,,,,,,,,,,,,,,,,,,,,,กุมภาพันธ์,19/2/2022,บุรีรัมย์ ยูไนเต็ด - การท่าเรือ เอฟซี
2565,มกราคม - มีนาคม,,,,,,,,,,,,,,,,,,,,,มีนาคม,5/3/2022,บุรีรัมย์ ยูไนเต็ด - ราชบุรี เอฟซี
2565,มกราคม - มีนาคม,,,,,,,,,,,,,,,,,,,,,มีนาคม,9/3/2022,บุรีรัมย์ ยูไนเต็ด - ชลบุรี เอฟซี
2565,มกราคม - มีนาคม,,,,,,,,,,,,,,,,,,,,,มีนาคม,20/3/2022,บุรีรัมย์ ยูไนเต็ด - บีจี ปทุม ยูไนเต็ด
2565,มกราคม - มีนาคม,,,,,,,,,,,,,,,,,,,,,มีนาคม,26/3/2022,บุรีรัมย์ ยูไนเต็ด - คิตฉี เอสซี
2565,เมษายน - มิถุนายน,58.19,50.02,"329,280",697.73,"653,791",681.95,"651,403",681.22,"2,388",951.98,"1,334.29","1,165.45","1,328.08","1,166.41",6.21,989.47,0,0,0,1,เมษายน,6/4/2022,บุรีรัมย์ ยูไนเต็ด - เชียงราย ยูไนเต็ด
2565,กรกฎาคม - กันยายน,65.86,58.71,"366,821",931.09,"694,507","1,365.79","688,806","1,358.78","5,701","3,397.55","1,435.12","2,069.82","1,417.86","2,052.51",17.26,"6,292.59",0,0,0,0,สิงหาคม, 19/8/2022,บุรีรัมย์ ยูไนเต็ด - สุโขทัย เอฟซี
2565,กรกฎาคม - กันยายน,,,,,,,,,,,,,,,,,,,,,กันยายน,4/9/2022,บุรีรัมย์ ยูไนเต็ด - บีจี ปทุม ยูไนเต็ด
2565,กรกฎาคม - กันยายน,,,,,,,,,,,,,,,,,,,,,กันยายน,11/9/2022,บุรีรัมย์ ยูไนเต็ด - เมืองทอง ยูไนเต็ด
2565,ตุลาคม - ธันวาคม,72.25,46.17,"448,937",225.4,"989,737",281.66,"978,921",279.61,"10,816",643.88,"1,988.71",324.09,"1,962.16",323.88,26.55,339.57,0,0,0,0,ตุลาคม,2/10/2022,บุรีรัมย์ ยูไนเต็ด - ประจวบ เอฟซี
2565,ตุลาคม - ธันวาคม,,,,,,,,,,,,,,,,,,,,,ตุลาคม,15/10/2022,บุรีรัมย์ ยูไนเต็ด - หนองบัว พิชญ เอฟซี
2565,ตุลาคม - ธันวาคม,,,,,,,,,,,,,,,,,,,,,ตุลาคม, 30/10/2022,บุรีรัมย์ ยูไนเต็ด - แบงค็อก ยูไนเต็ด
2565,ตุลาคม - ธันวาคม,,,,,,,,,,,,,,,,,,,,,พฤศจิกายน,2/11/2022,บุรีรัมย์ ยูไนเต็ด - สมุทรปราการ ซิตี้
2565,ตุลาคม - ธันวาคม,,,,,,,,,,,,,,,,,,,,,พฤศจิกายน,9/11/2022,บุรีรัมย์ ยูไนเต็ด - เชียงราย ยูไนเต็ด
2565,ตุลาคม - ธันวาคม,,,,,,,,,,,,,,,,,,,,,พฤศจิกายน,12/11/2022,บุรีรัมย์ ยูไนเต็ด - คอนซาโดเล ซัปโปโร
2565,ตุลาคม - ธันวาคม,,,,,,,,,,,,,,,,,,,,,พฤศจิกายน,25/11/2022,บุรีรัมย์ ยูไนเต็ด - ราชบุรี เอฟซี
2565,ตุลาคม - ธันวาคม,,,,,,,,,,,,,,,,,,,,,พฤศจิกายน,30/11/2022,บุรีรัมย์ ยูไนเต็ด - นครปฐม ยูไนเต็ด
2564,มกราคม - มีนาคม,39.03,-6.37,"200,492",-10.12,"404,383",13.36,"403,810",16.02,573,-93.39,686.77,2.95,685.19,4.8,1.58,-88.12,0,1,0,0,มกราคม,,
2564,เมษายน - มิถุนายน,8.17,6.04,"41,277",325.45,"83,610",322.42,"83,383",321.28,227,0,105.44,310.43,104.87,308.21,0.57,0,0,1,0,0,เมษายน,,
2564,กรกฎาคม - กันยายน,7.15,-25.3,"35,576",-76.36,"47,381",-81.65,"47,218",-81.7,163,-24.88,66.14,-83.3,65.87,-83.35,0.27,-34.15,0,1,0,0,กันยายน,4/9/2021,บุรีรัมย์ ยูไนเต็ด - สุพรรณบุรี เอฟซี
2564,กรกฎาคม - กันยายน,,,,,,,,,,,,,,,,,,,,,กันยายน, 11/9/2021,บุรีรัมย์ ยูไนเต็ด - โปลิศ เทโร เอฟซี
2564,กรกฎาคม - กันยายน,,,,,,,,,,,,,,,,,,,,,กันยายน,18/9/2021,บุรีรัมย์ ยูไนเต็ด - เชียงใหม่ ยูไนเต็ด
2564,ตุลาคม - ธันวาคม,26.08,-12.7,"137,964",-29.94,"259,327",-30.87,"257,873",-31.21,"1,454",397.95,468.94,-41.02,462.9,-41.67,6.04,308.11,0,1,0,0,ตุลาคม,6/10/2021,บุรีรัมย์ ยูไนเต็ด - สมุทรปราการ ซิตี้
2564,ตุลาคม - ธันวาคม,,,,,,,,,,,,,,,,,,,,,ตุลาคม,17/10/2021,บุรีรัมย์ ยูไนเต็ด - นครราชสีมา มาสด้า เอฟซี
2564,ตุลาคม - ธันวาคม,,,,,,,,,,,,,,,,,,,,,ตุลาคม, 31/10/2021,บุรีรัมย์ ยูไนเต็ด - เมืองทอง ยูไนเต็ด
2564,ตุลาคม - ธันวาคม,,,,,,,,,,,,,,,,,,,,,พฤศจิกายน,9/11/2021,บุรีรัมย์ ยูไนเต็ด - หนองบัว พิชญ เอฟซี
2564,ตุลาคม - ธันวาคม,,,,,,,,,,,,,,,,,,,,,พฤศจิกายน,20/11/2021,บุรีรัมย์ ยูไนเต็ด - ขอนแก่น ยูไนเต็ด
2564,ตุลาคม - ธันวาคม,,,,,,,,,,,,,,,,,,,,,พฤศจิกายน,24/11/2021,บุรีรัมย์ ยูไนเต็ด - พราม แบงค็อก
2563,มกราคม - มีนาคม,45.4,-21.69,"223,055",-30.31,"356,716",-31.56,"348,052",-31.48,"8,664",-34.88,667.09,-34.85,653.79,-34.88,13.3,-33.57,0,1,0,0,มกราคม,21/1/2020,บุรีรัมย์ ยูไนเต็ด - นครโฮจิมินห์ เอฟซี
2563,มกราคม - มีนาคม,,,,,,,,,,,,,,,,,,,,,กุมภาพันธ์,22/2/2020,บุรีรัมย์ ยูไนเต็ด - ชลบุรี เอฟซี
2563,มกราคม - มีนาคม,,,,,,,,,,,,,,,,,,,,,มีนาคม,1/3/2020,บุรีรัมย์ ยูไนเต็ด - การท่าเรือ เอฟซี
2563,เมษายน - มิถุนายน,2.13,-56.37,"9,702",-96.66,"19,793",-96.7,"19,793",-96.64,0,-100,25.69,-96.98,25.69,-96.91,0,-100,0,1,0,0,เมษายน,,
2563,กรกฎาคม - กันยายน,32.45,-18.13,"150,514",-38.59,"258,196",-34.43,"257,979",-32.51,217,-98.12,396.1,-44.71,395.69,-43.34,0.41,-97.73,0,1,0,0,กันยายน,26/9/2020,บุรีรัมย์ ยูไนเต็ด - สุพรรณบุรี เอฟซี
2563,ตุลาคม - ธันวาคม,38.78,-28.91,"196,922",-46.6,"375,150",-53.96,"374,858",-51.57,292,-99.29,795.05,-62.39,793.57,-57.6,1.48,-99.39,0,1,0,0,ตุลาคม,18/10/2020,บุรีรัมย์ ยูไนเต็ด - นครราชสีมา มาสด้า เอฟซี
2563,ตุลาคม - ธันวาคม,,,,,,,,,,,,,,,,,,,,,ตุลาคม,31/10/2020,บุรีรัมย์ ยูไนเต็ด - เมืองทอง ยูไนเต็ด
2563,ตุลาคม - ธันวาคม,,,,,,,,,,,,,,,,,,,,,พฤศจิกายน,7/11/2020,บุรีรัมย์ ยูไนเต็ด - สมุทรสงคราม เอฟซี
2563,ตุลาคม - ธันวาคม,,,,,,,,,,,,,,,,,,,,,พฤศจิกายน,11/11/2020,บุรีรัมย์ ยูไนเต็ด - ระยอง เอฟซี
2563,ตุลาคม - ธันวาคม,,,,,,,,,,,,,,,,,,,,,พฤศจิกายน,29/11/2020,บุรีรัมย์ ยูไนเต็ด - สมุทรปราการ ซิตี้
2563,ตุลาคม - ธันวาคม,,,,,,,,,,,,,,,,,,,,,ธันวาคม,6/12/2020,บุรีรัมย์ ยูไนเต็ด - โปลิศ เทโร เอฟซี
2562,มกราคม - มีนาคม,67.09,2.58,"320,046",15.17,"521,239",11.27,"507,934",11.35,"13,305",8.39,"1,023.93",7.49,"1,003.91",7.41,20.02,11.66,1,0,0,0,มกราคม,24/1/2019,บุรีรัมย์ ยูไนเต็ด - พนมเปญ คราวน์ เอฟซี
2562,มกราคม - มีนาคม,,,,,,,,,,,,,,,,,,,,,กุมภาพันธ์,17/2/2019,บุรีรัมย์ ยูไนเต็ด - นครราชสีมา มาสด้า เอฟซี
2562,มกราคม - มีนาคม,,,,,,,,,,,,,,,,,,,,,กุมภาพันธ์,23/2/2019,บุรีรัมย์ ยูไนเต็ด - ชลบุรี เอฟซี
2562,มกราคม - มีนาคม,,,,,,,,,,,,,,,,,,,,,มีนาคม,10/3/2019,บุรีรัมย์ ยูไนเต็ด - ประจวบ เอฟซี
2562,มกราคม - มีนาคม,,,,,,,,,,,,,,,,,,,,,มีนาคม,30/3/2019,บุรีรัมย์ ยูไนเต็ด - สมุทรปราการ ซิตี้
2562,เมษายน - มิถุนายน,58.5,-0.62,"290,750",9.01,"600,595",5.62,"588,521",5.6,"12,074",6.29,849.54,2.18,831.89,2.08,17.65,7.36,0,0,0,1,เมษายน,3/4/2019,บุรีรัมย์ ยูไนเต็ด - เชียงราย ยูไนเต็ด
2562,เมษายน - มิถุนายน,,,,,,,,,,,,,,,,,,,,,เมษายน,19/4/2019,บุรีรัมย์ ยูไนเต็ด - ตราด เอฟซี
2562,เมษายน - มิถุนายน,,,,,,,,,,,,,,,,,,,,,พฤษภาคม,1/5/2019,บุรีรัมย์ ยูไนเต็ด - พีทีที ระยอง เอฟซี
2562,เมษายน - มิถุนายน,,,,,,,,,,,,,,,,,,,,,พฤษภาคม,11/5/2019,บุรีรัมย์ ยูไนเต็ด - นครราชสีมา มาสด้า เอฟซี
2562,เมษายน - มิถุนายน,,,,,,,,,,,,,,,,,,,,,พฤษภาคม,26/5/2019,บุรีรัมย์ ยูไนเต็ด - เมืองทอง ยูไนเต็ด
2562,เมษายน - มิถุนายน,,,,,,,,,,,,,,,,,,,,,มิถุนายน,12/6/2019,บุรีรัมย์ ยูไนเต็ด - พีทีที ระยอง เอฟซี
2562,เมษายน - มิถุนายน,,,,,,,,,,,,,,,,,,,,,มิถุนายน,19/6/2019,บุรีรัมย์ ยูไนเต็ด - ลำปาง เอฟซี
2562,เมษายน - มิถุนายน,,,,,,,,,,,,,,,,,,,,,มิถุนายน,22/6/2019,บุรีรัมย์ ยูไนเต็ด - เชียงใหม่ ยูไนเต็ด
